CellID,Name,Duration,Start,End,Dataset
197,Caaa,48,131,178,01
198,Caaaa,16,179,194,01
199,Caaap,16,179,194,01
200,Caap,49,131,179,01
201,Caapa,15,180,194,01
202,Caapp,15,180,194,01
203,Cap,34,86,119,01
204,Capa,43,120,162,01
205,Capaa,32,163,194,01
206,Capap,32,163,194,01
207,Capp,43,120,162,01
208,Cappa,32,163,194,01
209,Cappp,32,163,194,01
210,Cp,26,60,85,01
211,Cpa,34,86,119,01
212,Cpaa,48,120,167,01
213,Cpaaa,27,168,194,01
214,Cpaap,27,168,194,01
215,Cpap,46,120,165,01
216,Cpapa,29,166,194,01
217,Cpapp,29,166,194,01
218,Cpp,36,86,121,01
219,Cppa,50,122,171,01
220,Cppaa,23,172,194,01
221,Cppap,23,172,194,01
222,Cppp,46,122,167,01
223,Cpppa,27,168,194,01
224,Cpppp,27,168,194,01
225,P3,26,35,60,01
226,P3a,27,61,87,01
227,P3aa,41,88,128,01
228,P3aaa,51,129,179,01
229,P3aaaa,15,180,194,01
230,P3aaap,15,180,194,01
231,P3aap,46,129,174,01
232,P3aapa,20,175,194,01
233,P3aapp,20,175,194,01
234,P3ap,41,88,128,01
235,P3apa,54,129,182,01
236,P3apaa,12,183,194,01
237,P3apap,12,183,194,01
238,P3app,57,129,185,01
239,P3appa,9,186,194,01
240,P3appp,9,186,194,01
241,P3p,28,61,88,01
242,P3pa,36,89,124,01
243,P3paa,52,125,176,01
244,P3paaa,18,177,194,01
245,P3paap,18,177,194,01
246,P3pap,46,125,170,01
247,P3papa,24,171,194,01
248,P3papp,24,171,194,01
249,P3pp,38,89,126,01
250,P3ppa,50,127,176,01
251,P3ppaa,18,177,194,01
252,P3ppap,18,177,194,01
253,P3ppp,49,127,175,01
254,P3pppa,19,176,194,01
255,P3pppp,19,176,194,01
256,Unknown,4,0,3,01
257,Unknown,15,4,18,01
258,Unknown,16,19,34,01
259,Unknown,23,35,57,01
260,Unknown,27,58,84,01
261,Unknown,34,85,118,01
262,Unknown,48,119,166,01
263,Unknown,28,167,194,01
264,Unknown,28,167,194,01
265,Unknown,48,119,166,01
266,Unknown,28,167,194,01
267,Unknown,28,167,194,01
268,Unknown,37,85,121,01
269,Unknown,51,122,172,01
270,Unknown,22,173,194,01
271,Unknown,22,173,194,01
272,Unknown,44,122,165,01
273,Unknown,29,166,194,01
274,Unknown,29,166,194,01
275,Unknown,26,58,83,01
276,Unknown,36,84,119,01
277,Unknown,45,120,164,01
278,Unknown,30,165,194,01
279,Unknown,30,165,194,01
280,Unknown,44,120,163,01
281,Unknown,31,164,194,01
282,Unknown,31,164,194,01
283,Unknown,31,84,114,01
284,Unknown,48,115,162,01
285,Unknown,32,163,194,01
286,Unknown,32,163,194,01
287,Unknown,41,115,155,01
288,Unknown,39,156,194,01
289,Unknown,39,156,194,01
290,Unknown,24,35,58,01
291,Unknown,28,59,86,01
292,Unknown,39,87,125,01
293,Unknown,46,126,171,01
294,Unknown,23,172,194,01
295,Unknown,23,172,194,01
296,Unknown,49,126,174,01
297,Unknown,20,175,194,01
298,Unknown,20,175,194,01
299,Unknown,34,87,120,01
300,Unknown,51,121,171,01
301,Unknown,23,172,194,01
302,Unknown,23,172,194,01
303,Unknown,45,121,165,01
304,Unknown,29,166,194,01
305,Unknown,29,166,194,01
306,Unknown,27,59,85,01
307,Unknown,38,86,123,01
308,Unknown,47,124,170,01
309,Unknown,24,171,194,01
310,Unknown,24,171,194,01
311,Unknown,46,124,169,01
312,Unknown,25,170,194,01
313,Unknown,25,170,194,01
314,Unknown,38,86,123,01
315,Unknown,50,124,173,01
316,Unknown,21,174,194,01
317,Unknown,21,174,194,01
318,Unknown,50,124,173,01
319,Unknown,21,174,194,01
320,Unknown,21,174,194,01
321,Unknown,16,19,34,01
322,Unknown,24,35,58,01
323,Unknown,29,59,87,01
324,Unknown,33,88,120,01
325,Unknown,45,121,165,01
326,Unknown,29,166,194,01
327,Unknown,29,166,194,01
328,Unknown,44,121,164,01
329,Unknown,30,165,194,01
330,Unknown,30,165,194,01
331,Unknown,34,88,121,01
332,Unknown,45,122,166,01
333,Unknown,28,167,194,01
334,Unknown,28,167,194,01
335,Unknown,44,122,165,01
336,Unknown,29,166,194,01
337,Unknown,29,166,194,01
338,Unknown,27,59,85,01
339,Unknown,35,86,120,01
340,Unknown,48,121,168,01
341,Unknown,26,169,194,01
342,Unknown,26,169,194,01
343,Unknown,48,121,168,01
344,Unknown,26,169,194,01
345,Unknown,26,169,194,01
346,Unknown,33,86,118,01
347,Unknown,40,119,158,01
348,Unknown,36,159,194,01
349,Unknown,36,159,194,01
350,Unknown,50,119,168,01
351,Unknown,26,169,194,01
352,Unknown,26,169,194,01
353,Unknown,25,35,59,01
354,Unknown,30,60,89,01
355,Unknown,40,90,129,01
356,Unknown,49,130,178,01
357,Unknown,16,179,194,01
358,Unknown,16,179,194,01
359,Unknown,46,130,175,01
360,Unknown,19,176,194,01
361,Unknown,19,176,194,01
362,Unknown,36,90,125,01
363,Unknown,46,126,171,01
364,Unknown,23,172,194,01
365,Unknown,23,172,194,01
366,Unknown,46,126,171,01
367,Unknown,23,172,194,01
368,Unknown,23,172,194,01
369,Unknown,29,60,88,01
370,Unknown,36,89,124,01
371,Unknown,46,125,170,01
372,Unknown,24,171,194,01
373,Unknown,24,171,194,01
374,Unknown,46,125,170,01
375,Unknown,24,171,194,01
376,Unknown,24,171,194,01
377,Unknown,34,89,122,01
378,Unknown,45,123,167,01
379,Unknown,27,168,194,01
380,Unknown,27,168,194,01
381,Unknown,46,123,168,01
382,Unknown,26,169,194,01
383,Unknown,26,169,194,01
384,Unknown,14,4,17,01
385,Unknown,17,18,34,01
386,Unknown,24,35,58,01
387,Unknown,28,59,86,01
388,Unknown,37,87,123,01
389,Unknown,50,124,173,01
390,Unknown,21,174,194,01
391,Unknown,21,174,194,01
392,Unknown,44,124,167,01
393,Unknown,27,168,194,01
394,Unknown,27,168,194,01
395,Unknown,34,87,120,01
396,Unknown,47,121,167,01
397,Unknown,27,168,194,01
398,Unknown,27,168,194,01
399,Unknown,40,121,160,01
400,Unknown,34,161,194,01
401,Unknown,34,161,194,01
402,Unknown,26,59,84,01
403,Unknown,36,85,120,01
404,Unknown,47,121,167,01
405,Unknown,27,168,194,01
406,Unknown,27,168,194,01
407,Unknown,45,121,165,01
408,Unknown,29,166,194,01
409,Unknown,29,166,194,01
410,Unknown,33,85,117,01
411,Unknown,49,118,166,01
412,Unknown,28,167,194,01
413,Unknown,28,167,194,01
414,Unknown,44,118,161,01
415,Unknown,33,162,194,01
416,Unknown,33,162,194,01
417,Unknown,24,35,58,01
418,Unknown,26,59,84,01
419,Unknown,36,85,120,01
420,Unknown,45,121,165,01
421,Unknown,29,166,194,01
422,Unknown,29,166,194,01
423,Unknown,51,121,171,01
424,Unknown,23,172,194,01
425,Unknown,23,172,194,01
426,Unknown,34,85,118,01
427,Unknown,48,119,166,01
428,Unknown,28,167,194,01
429,Unknown,28,167,194,01
430,Unknown,44,119,162,01
431,Unknown,32,163,194,01
432,Unknown,32,163,194,01
433,Unknown,27,59,85,01
434,Unknown,37,86,122,01
435,Unknown,47,123,169,01
436,Unknown,25,170,194,01
437,Unknown,25,170,194,01
438,Unknown,46,123,168,01
439,Unknown,26,169,194,01
440,Unknown,26,169,194,01
441,Unknown,39,86,124,01
442,Unknown,52,125,176,01
443,Unknown,18,177,194,01
444,Unknown,18,177,194,01
445,Unknown,52,125,176,01
446,Unknown,18,177,194,01
447,Unknown,18,177,194,01
448,Unknown,17,18,34,01
449,Unknown,24,35,58,01
450,Unknown,28,59,86,01
451,Unknown,34,87,120,01
452,Unknown,43,121,163,01
453,Unknown,31,164,194,01
454,Unknown,31,164,194,01
455,Unknown,46,121,166,01
456,Unknown,28,167,194,01
457,Unknown,28,167,194,01
458,Unknown,33,87,119,01
459,Unknown,45,120,164,01
460,Unknown,30,165,194,01
461,Unknown,30,165,194,01
462,Unknown,43,120,162,01
463,Unknown,32,163,194,01
464,Unknown,32,163,194,01
465,Unknown,27,59,85,01
466,Unknown,35,86,120,01
467,Unknown,49,121,169,01
468,Unknown,25,170,194,01
469,Unknown,25,170,194,01
470,Unknown,45,121,165,01
471,Unknown,29,166,194,01
472,Unknown,29,166,194,01
473,Unknown,34,86,119,01
474,Unknown,45,120,164,01
475,Unknown,30,165,194,01
476,Unknown,30,165,194,01
477,Unknown,46,120,165,01
478,Unknown,29,166,194,01
479,Unknown,29,166,194,01
480,Unknown,25,35,59,01
481,Unknown,29,60,88,01
482,Unknown,38,89,126,01
483,Unknown,47,127,173,01
484,Unknown,21,174,194,01
485,Unknown,21,174,194,01
486,Unknown,48,127,174,01
487,Unknown,20,175,194,01
488,Unknown,20,175,194,01
489,Unknown,36,89,124,01
490,Unknown,45,125,169,01
491,Unknown,25,170,194,01
492,Unknown,25,170,194,01
493,Unknown,49,125,173,01
494,Unknown,21,174,194,01
495,Unknown,21,174,194,01
496,Unknown,27,60,86,01
497,Unknown,33,87,119,01
498,Unknown,46,120,165,01
499,Unknown,29,166,194,01
500,Unknown,29,166,194,01
501,Unknown,46,120,165,01
502,Unknown,29,166,194,01
503,Unknown,29,166,194,01
504,Unknown,34,87,120,01
505,Unknown,45,121,165,01
506,Unknown,29,166,194,01
507,Unknown,29,166,194,01
508,Unknown,46,121,166,01
509,Unknown,28,167,194,01
510,Unknown,28,167,194,01
511,Unknown,7,0,6,01
512,Unknown,17,7,23,01
513,Unknown,21,24,44,01
514,Unknown,23,45,67,01
515,Unknown,29,68,96,01
516,Unknown,30,97,126,01
517,Unknown,37,127,163,01
518,Unknown,31,164,194,01
519,Unknown,31,164,194,01
520,Unknown,43,127,169,01
521,Unknown,25,170,194,01
522,Unknown,25,170,194,01
523,Unknown,34,97,130,01
524,Unknown,36,131,166,01
525,Unknown,28,167,194,01
526,Unknown,28,167,194,01
527,Unknown,61,131,191,01
528,Unknown,3,192,194,01
529,Unknown,3,192,194,01
530,Unknown,29,68,96,01
531,Unknown,32,97,128,01
532,Unknown,36,129,164,01
533,Unknown,30,165,194,01
534,Unknown,30,165,194,01
535,Unknown,46,129,174,01
536,Unknown,20,175,194,01
537,Unknown,20,175,194,01
538,Unknown,38,97,134,01
539,Unknown,60,135,194,01
540,Unknown,60,135,194,01
541,Unknown,25,45,69,01
542,Unknown,28,70,97,01
543,Unknown,35,98,132,01
544,Unknown,46,133,178,01
545,Unknown,16,179,194,01
546,Unknown,16,179,194,01
547,Unknown,57,133,189,01
548,Unknown,5,190,194,01
549,Unknown,5,190,194,01
550,Unknown,39,98,136,01
551,Unknown,44,137,180,01
552,Unknown,14,181,194,01
553,Unknown,14,181,194,01
554,Unknown,55,137,191,01
555,Unknown,3,192,194,01
556,Unknown,3,192,194,01
557,Unknown,31,70,100,01
558,Unknown,44,101,144,01
559,Unknown,50,145,194,01
560,Unknown,50,145,194,01
561,Unknown,45,101,145,01
562,Unknown,49,146,194,01
563,Unknown,49,146,194,01
564,Unknown,21,24,44,01
565,Unknown,24,45,68,01
566,Unknown,30,69,98,01
567,Unknown,31,99,129,01
568,Unknown,38,130,167,01
569,Unknown,27,168,194,01
570,Unknown,27,168,194,01
571,Unknown,40,130,169,01
572,Unknown,25,170,194,01
573,Unknown,25,170,194,01
574,Unknown,37,99,135,01
575,Unknown,40,136,175,01
576,Unknown,19,176,194,01
577,Unknown,19,176,194,01
578,Unknown,59,136,194,01
579,Unknown,29,69,97,01
580,Unknown,31,98,128,01
581,Unknown,40,129,168,01
582,Unknown,26,169,194,01
583,Unknown,26,169,194,01
584,Unknown,46,129,174,01
585,Unknown,20,175,194,01
586,Unknown,20,175,194,01
587,Unknown,41,98,138,01
588,Unknown,56,139,194,01
589,Unknown,56,139,194,01
590,Unknown,26,45,70,01
591,Unknown,30,71,100,01
592,Unknown,37,101,137,01
593,Unknown,44,138,181,01
594,Unknown,13,182,194,01
595,Unknown,13,182,194,01
596,Unknown,57,138,194,01
597,Unknown,37,101,137,01
598,Unknown,45,138,182,01
599,Unknown,12,183,194,01
600,Unknown,12,183,194,01
601,Unknown,57,138,194,01
602,Unknown,32,71,102,01
603,Unknown,40,103,142,01
604,Unknown,52,143,194,01
605,Unknown,52,143,194,01
606,Unknown,43,103,145,01
607,Unknown,49,146,194,01
608,Unknown,49,146,194,01
609,Unknown,18,7,24,01
610,Unknown,36,25,60,01
611,Unknown,45,61,105,01
612,Unknown,64,106,169,01
613,Unknown,25,170,194,01
614,Unknown,25,170,194,01
615,Unknown,64,106,169,01
616,Unknown,25,170,194,01
617,Unknown,25,170,194,01
618,Unknown,41,61,101,01
619,Unknown,65,102,166,01
620,Unknown,28,167,194,01
621,Unknown,28,167,194,01
622,Unknown,70,102,171,01
623,Unknown,23,172,194,01
624,Unknown,23,172,194,01
625,Unknown,39,25,63,01
626,Unknown,44,64,107,01
627,Unknown,68,108,175,01
628,Unknown,19,176,194,01
629,Unknown,19,176,194,01
630,Unknown,75,108,182,01
631,Unknown,12,183,194,01
632,Unknown,12,183,194,01
633,Unknown,41,64,104,01
634,Unknown,72,105,176,01
635,Unknown,18,177,194,01
636,Unknown,18,177,194,01
637,Unknown,77,105,181,01
638,Unknown,13,182,194,01
639,Unknown,13,182,194,01
640,Unknown,11,0,10,01
641,Unknown,18,11,28,01
642,Unknown,23,29,51,01
643,Unknown,28,52,79,01
644,Unknown,31,80,110,01
645,Unknown,44,111,154,01
646,Unknown,40,155,194,01
647,Unknown,40,155,194,01
648,Unknown,41,111,151,01
649,Unknown,43,152,194,01
650,Unknown,43,152,194,01
651,Unknown,38,80,117,01
652,Unknown,77,118,194,01
653,Unknown,48,118,165,01
654,Unknown,29,166,194,01
655,Unknown,29,166,194,01
656,Unknown,33,52,84,01
657,Unknown,47,85,131,01
658,Unknown,53,132,184,01
659,Unknown,10,185,194,01
660,Unknown,10,185,194,01
661,Unknown,54,132,185,01
662,Unknown,9,186,194,01
663,Unknown,9,186,194,01
664,Unknown,42,85,126,01
665,Unknown,47,127,173,01
666,Unknown,21,174,194,01
667,Unknown,21,174,194,01
668,Unknown,52,127,178,01
669,Unknown,16,179,194,01
670,Unknown,16,179,194,01
671,Unknown,23,29,51,01
672,Unknown,28,52,79,01
673,Unknown,33,80,112,01
674,Unknown,64,113,176,01
675,Unknown,18,177,194,01
676,Unknown,18,177,194,01
677,Unknown,43,113,155,01
678,Unknown,39,156,194,01
679,Unknown,39,156,194,01
680,Unknown,32,80,111,01
681,Unknown,51,112,162,01
682,Unknown,32,163,194,01
683,Unknown,32,163,194,01
684,Unknown,49,112,160,01
685,Unknown,34,161,194,01
686,Unknown,34,161,194,01
687,Unknown,30,52,81,01
688,Unknown,47,82,128,01
689,Unknown,54,129,182,01
690,Unknown,12,183,194,01
691,Unknown,12,183,194,01
692,Unknown,52,129,180,01
693,Unknown,14,181,194,01
694,Unknown,14,181,194,01
695,Unknown,40,82,121,01
696,Unknown,50,122,171,01
697,Unknown,23,172,194,01
698,Unknown,23,172,194,01
699,Unknown,48,122,169,01
700,Unknown,25,170,194,01
701,Unknown,25,170,194,01
702,Unknown,24,11,34,01
703,Unknown,31,35,65,01
704,Unknown,43,66,108,01
705,Unknown,46,109,154,01
706,Unknown,40,155,194,01
707,Unknown,40,155,194,01
708,Unknown,39,109,147,01
709,Unknown,47,148,194,01
710,Unknown,47,148,194,01
711,Unknown,40,66,105,01
712,Unknown,48,106,153,01
713,Unknown,41,154,194,01
714,Unknown,41,154,194,01
715,Unknown,41,106,146,01
716,Unknown,48,147,194,01
717,Unknown,48,147,194,01
718,Unknown,54,35,88,01
719,Unknown,106,89,194,01
720,Unknown,106,89,194,01
1,P0,4,0,3,02
2,AB,10,4,13,02
3,AB_1,13,14,26,02
4,AB_1a,15,27,41,02
5,AB_1aa,21,42,62,02
6,AB_1aaa,28,63,90,02
7,AB_1aaaa,32,91,122,02
8,AB_1aaaaa,43,123,165,02
9,AB_1aaaaaa,24,166,189,02
10,AB_1aaaaap,24,166,189,02
11,AB_1aaaap,42,123,164,02
12,AB_1aaaapa,25,165,189,02
13,AB_1aaaapp,25,165,189,02
14,AB_1aaap,29,91,119,02
15,AB_1aaapa,34,120,153,02
16,AB_1aaapaa,36,154,189,02
17,AB_1aaapap,36,154,189,02
18,AB_1aaapp,44,120,163,02
19,AB_1aaappa,26,164,189,02
20,AB_1aaappp,26,164,189,02
21,AB_1aap,28,63,90,02
22,AB_1aapa,31,91,121,02
23,AB_1aapaa,38,122,159,02
24,AB_1aapaaa,30,160,189,02
25,AB_1aapaap,30,160,189,02
26,AB_1aapap,35,122,156,02
27,AB_1aapapa,33,157,189,02
28,AB_1aapapp,33,157,189,02
29,AB_1aapp,32,91,122,02
30,AB_1aappa,37,123,159,02
31,AB_1aappaa,30,160,189,02
32,AB_1aappap,30,160,189,02
33,AB_1aappp,36,123,158,02
34,AB_1aapppa,31,159,189,02
35,AB_1aapppp,31,159,189,02
36,AB_1ap,21,42,62,02
37,AB_1apa,27,63,89,02
38,AB_1apaa,31,90,120,02
39,AB_1apaaa,42,121,162,02
40,AB_1apaaaa,27,163,189,02
41,AB_1apaaap,27,163,189,02
42,AB_1apaap,36,121,156,02
43,AB_1apaapa,33,157,189,02
44,AB_1apaapp,33,157,189,02
45,AB_1apap,29,90,118,02
46,AB_1apapa,40,119,158,02
47,AB_1apapaa,31,159,189,02
48,AB_1apapap,31,159,189,02
49,AB_1apapp,36,119,154,02
50,AB_1apappa,35,155,189,02
51,AB_1apappp,35,155,189,02
52,AB_1app,27,63,89,02
53,AB_1appa,36,90,125,02
54,AB_1appaa,44,126,169,02
55,AB_1appaaa,20,170,189,02
56,AB_1appaap,20,170,189,02
57,AB_1appap,40,126,165,02
58,AB_1appapa,24,166,189,02
59,AB_1appapp,24,166,189,02
60,AB_1appp,35,90,124,02
61,AB_1apppa,40,125,164,02
62,AB_1apppaa,25,165,189,02
63,AB_1apppap,25,165,189,02
64,AB_1apppp,40,125,164,02
65,AB_1appppa,25,165,189,02
66,AB_1appppp,25,165,189,02
67,AB_1p,15,27,41,02
68,AB_1pa,22,42,63,02
69,AB_1paa,26,64,89,02
70,AB_1paaa,37,90,126,02
71,AB_1paaaa,41,127,167,02
72,AB_1paaaaa,22,168,189,02
73,AB_1paaaap,22,168,189,02
74,AB_1paaap,41,127,167,02
75,AB_1paaapa,22,168,189,02
76,AB_1paaapp,22,168,189,02
77,AB_1paap,30,90,119,02
78,AB_1paapa,35,120,154,02
79,AB_1paapaa,35,155,189,02
80,AB_1paapap,35,155,189,02
81,AB_1paapp,41,120,160,02
82,AB_1paappa,29,161,189,02
83,AB_1paappp,29,161,189,02
84,AB_1pap,27,64,90,02
85,AB_1papa,31,91,121,02
86,AB_1papaa,40,122,161,02
87,AB_1papaaa,28,162,189,02
88,AB_1papaap,28,162,189,02
89,AB_1papap,40,122,161,02
90,AB_1papapa,28,162,189,02
91,AB_1papapp,28,162,189,02
92,AB_1papp,29,91,119,02
93,AB_1pappa,37,120,156,02
94,AB_1pappaa,33,157,189,02
95,AB_1pappap,33,157,189,02
96,AB_1pappp,39,120,158,02
97,AB_1papppa,31,159,189,02
98,AB_1papppp,31,159,189,02
99,AB_1pp,24,42,65,02
100,AB_1ppa,27,66,92,02
101,AB_1ppaa,43,93,135,02
102,AB_1ppaaa,39,136,174,02
103,AB_1ppaaaa,15,175,189,02
104,AB_1ppaaap,15,175,189,02
105,AB_1ppaap,39,136,174,02
106,AB_1ppaapa,15,175,189,02
107,AB_1ppaapp,15,175,189,02
108,AB_1ppap,30,93,122,02
109,AB_1ppapa,36,123,158,02
110,AB_1ppapaa,31,159,189,02
111,AB_1ppapap,31,159,189,02
112,AB_1ppapp,34,123,156,02
113,AB_1ppappa,33,157,189,02
114,AB_1ppappp,33,157,189,02
115,AB_1ppp,25,66,90,02
116,AB_1pppa,33,91,123,02
117,AB_1pppaa,45,124,168,02
118,AB_1pppaaa,21,169,189,02
119,AB_1pppaap,21,169,189,02
120,AB_1pppap,36,124,159,02
121,AB_1pppapa,30,160,189,02
122,AB_1pppapp,30,160,189,02
123,AB_1pppp,29,91,119,02
124,AB_1ppppa,38,120,157,02
125,AB_1ppppaa,32,158,189,02
126,AB_1ppppap,32,158,189,02
127,AB_1ppppp,33,120,152,02
128,AB_1pppppa,37,153,189,02
129,AB_1pppppp,37,153,189,02
130,AB_2,13,14,26,02
131,AB_2a,14,27,40,02
132,AB_2aa,21,41,61,02
133,AB_2aaa,26,62,87,02
134,AB_2aaaa,37,88,124,02
135,AB_2aaaaa,39,125,163,02
136,AB_2aaaaaa,26,164,189,02
137,AB_2aaaaap,26,164,189,02
138,AB_2aaaap,42,125,166,02
139,AB_2aaaapa,23,167,189,02
140,AB_2aaaapp,23,167,189,02
141,AB_2aaap,29,88,116,02
142,AB_2aaapa,36,117,152,02
143,AB_2aaapaa,37,153,189,02
144,AB_2aaapap,37,153,189,02
145,AB_2aaapp,42,117,158,02
146,AB_2aaappa,31,159,189,02
147,AB_2aaappp,31,159,189,02
148,AB_2aap,26,62,87,02
149,AB_2aapa,30,88,117,02
150,AB_2aapaa,40,118,157,02
151,AB_2aapaaa,32,158,189,02
